Query.Mass,Matched.Compound,Matched.Form,Mass.Diff,Pathway.Name,Pathway.ID,Pathway.Compound.Total,Pathway.Match.By,Matched.Compound.Name,p.value,t.score,pos_inx,Feature.ID
179.0561,C00159,M-H [1-],2.4000000024671e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,D-Mannose,5.03e-05,-1.3,FALSE,179.0561
179.0561,C00984,M-H [1-],2.4000000024671e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,alpha-D-Galactose,5.03e-05,-1.3,FALSE,179.0561
179.05612,C00267,M-H [1-],4.00000001832268e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,alpha-D-Glucose,0.278443464,-0.46,FALSE,179.05612
179.05612,C00095,M-H [1-],4.00000001832268e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,D-Fructose,0.278443464,-0.46,FALSE,179.05612
179.05612,C00159,M-H [1-],4.00000001832268e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,D-Mannose,0.278443464,-0.46,FALSE,179.05612
179.05612,C00984,M-H [1-],4.00000001832268e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,alpha-D-Galactose,0.278443464,-0.46,FALSE,179.05612
241.01188,C00085,M-H2O-H [1-],0.000570000000010396,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Fructose 6-phosphate,0.000152822,-1.33,FALSE,241.01188
241.01188,C00668,M-H2O-H [1-],0.000570000000010396,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,alpha-D-glucose 6-phosphate,0.000152822,-1.33,FALSE,241.01188
241.01188,C00103,M-H2O-H [1-],0.000570000000010396,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Glucose 1-phosphate,0.000152822,-1.33,FALSE,241.01188
241.01188,C00275,M-H2O-H [1-],0.000570000000010396,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Mannose 6-phosphate,0.000152822,-1.33,FALSE,241.01188
241.01188,C00636,M-H2O-H [1-],0.000570000000010396,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,D-Mannose 1-phosphate,0.000152822,-1.33,FALSE,241.01188
241.01188,C00446,M-H2O-H [1-],0.000570000000010396,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Galactose 1-phosphate,0.000152822,-1.33,FALSE,241.01188
243.02751,C02985,M-H [1-],1.39999999930751e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Fucose 1-phosphate,0.002063744,-0.7,FALSE,243.02751
258.03842,C00352,M-H [1-],4.00000004674439e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Glucosamine 6-phosphate,1.16e-06,-1.7,FALSE,258.03842
259.02242,C00085,M-H [1-],3.99999998990097e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Fructose 6-phosphate,2.14e-06,-1.85,FALSE,259.02242
259.02242,C00668,M-H [1-],3.99999998990097e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,alpha-D-glucose 6-phosphate,2.14e-06,-1.85,FALSE,259.02242
259.02242,C00103,M-H [1-],3.99999998990097e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Glucose 1-phosphate,2.14e-06,-1.85,FALSE,259.02242
259.02242,C00275,M-H [1-],3.99999998990097e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Mannose 6-phosphate,2.14e-06,-1.85,FALSE,259.02242
259.02242,C00636,M-H [1-],3.99999998990097e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,D-Mannose 1-phosphate,2.14e-06,-1.85,FALSE,259.02242
259.02242,C00446,M-H [1-],3.99999998990097e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Galactose 1-phosphate,2.14e-06,-1.85,FALSE,259.02242
259.02243,C00085,M-H [1-],5.99999998485146e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Fructose 6-phosphate,0.312254134,-0.36,FALSE,259.02243
259.02243,C00668,M-H [1-],5.99999998485146e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,alpha-D-glucose 6-phosphate,0.312254134,-0.36,FALSE,259.02243
259.02243,C00103,M-H [1-],5.99999998485146e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Glucose 1-phosphate,0.312254134,-0.36,FALSE,259.02243
259.02243,C00275,M-H [1-],5.99999998485146e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Mannose 6-phosphate,0.312254134,-0.36,FALSE,259.02243
259.02243,C00636,M-H [1-],5.99999998485146e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,D-Mannose 1-phosphate,0.312254134,-0.36,FALSE,259.02243
259.02243,C00446,M-H [1-],5.99999998485146e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Galactose 1-phosphate,0.312254134,-0.36,FALSE,259.02243
290.08815,C00270,M-H2O-H [1-],0.000540000000000873,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,N-Acetylneuraminate,0.000544888,-1.07,FALSE,290.08815
300.04899,C00357,M-H [1-],3.40000000278451e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,N-Acetyl-D-Glucosamine 6-Phosphate,0.000391066,-0.72,FALSE,300.04899
300.04899,C04501,M-H [1-],3.40000000278451e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,N-Acetyl-glucosamine 1-phosphate,0.000391066,-0.72,FALSE,300.04899
300.04899,C18060,M-H [1-],3.40000000278451e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,N-acetyl-alpha-D-galactosamine 1-phosphate,0.000391066,-0.72,FALSE,300.04899
300.04899,C04257,M-H [1-],3.40000000278451e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,N-Acetyl-D-mannosamine 6-phosphate,0.000391066,-0.72,FALSE,300.04899
308.09872,C00270,M-H [1-],3.99999998990097e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,N-Acetylneuraminate,1.96e-05,-1.45,FALSE,308.09872
535.03714,C00190,M-H [1-],8.39999999016072e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Cotinine glucuronide,5.86e-06,-1.94,FALSE,535.03714
565.04754,C00029,M-H [1-],0.000183999999876505,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Uridine diphosphate glucose,0.000220563,-0.69,FALSE,565.04754
565.04754,C00052,M-H [1-],0.000183999999876505,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Uridine diphosphategalactose,0.000220563,-0.69,FALSE,565.04754
579.02681,C00167,M-H [1-],0.000214000000028136,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Uridine diphosphate glucuronic acid,6.6e-05,-1.75,FALSE,579.02681
586.05929,C01222,M-H [1-],3.39999999141583e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,GDP-4-Dehydro-6-deoxy-D-mannose,0.099844735,-1.34,FALSE,586.05929
586.05929,C00096,M-H2O-H [1-],0.000480000000038672,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Guanosine diphosphate mannose,0.099844735,-1.34,FALSE,586.05929
588.07495,C00325,M-H [1-],2.60000000480431e-05,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,GDP-L-fucose,1.29e-05,-1.17,FALSE,588.07495
604.06993,C00096,M-H [1-],6.00000009853829e-06,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Guanosine diphosphate mannose,0.234610334,-0.21,FALSE,604.06993
606.07411,C00043,M-H [1-],0.000213999999914449,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Uridine diphosphate-N-acetylglucosamine,1.54e-05,-1.31,FALSE,606.07411
606.07411,C00203,M-H [1-],0.000213999999914449,Amino sugar and nucleotide sugar metabolism,"",39,Matched.Compound,Uridine diphosphate-N-acetylgalactosamine,1.54e-05,-1.31,FALSE,606.07411
104.07061,C00334,M+H [1+],3.39999999994234e-05,Arginine and proline metabolism,"",35,Matched.Compound,gamma-Aminobutyric acid,0.001126831,-0.29,TRUE,104.07061
114.06617,C00300,M-H2O+H [1+],6.46677000304408e-06,Arginine and proline metabolism,"",35,Matched.Compound,Creatine,0.011412968,-0.67,TRUE,114.06617
116.07059,C00148,M+H [1+],1.39999999930751e-05,Arginine and proline metabolism,"",35,Matched.Compound,Proline,0.000192438,-0.67,TRUE,116.07059
116.07059,C00763,M+H [1+],1.39999999930751e-05,Arginine and proline metabolism,"",35,Matched.Compound,D-Proline,0.000192438,-0.67,TRUE,116.07059
128.03531,C04281,M-H [1-],1.39999999930751e-05,Arginine and proline metabolism,"",35,Matched.Compound,Pyrroline hydroxycarboxylic acid,0.002510792,-0.68,FALSE,128.03531
128.0706,C02946,M-H2O+H [1+],2.35332300064783e-05,Arginine and proline metabolism,"",35,Matched.Compound,4-Acetamidobutanoic acid,0.010645162,-0.71,TRUE,128.0706
128.07061,C02946,M-H2O+H [1+],3.35332299812308e-05,Arginine and proline metabolism,"",35,Matched.Compound,4-Acetamidobutanoic acid,0.591044686,0.16,TRUE,128.07061
130.05097,C01157,M-H [1-],4.5999999997548e-05,Arginine and proline metabolism,"",35,Matched.Compound,4-Hydroxyproline,0.638338765,-0.13,FALSE,130.05097
130.05097,C01165,M-H [1-],4.5999999997548e-05,Arginine and proline metabolism,"",35,Matched.Compound,L-Glutamic gamma-semialdehyde,0.638338765,-0.13,FALSE,130.05097
130.05097,C05147,M-H [1-],4.5999999997548e-05,Arginine and proline metabolism,"",35,Matched.Compound,Trans-3-hydroxy-L-proline,0.638338765,-0.13,FALSE,130.05097
130.05098,C01157,M-H [1-],5.60000000007221e-05,Arginine and proline metabolism,"",35,Matched.Compound,4-Hydroxyproline,0.172958473,0.22,FALSE,130.05098
130.05098,C01165,M-H [1-],5.60000000007221e-05,Arginine and proline metabolism,"",35,Matched.Compound,L-Glutamic gamma-semialdehyde,0.172958473,0.22,FALSE,130.05098
130.05098,C05147,M-H [1-],5.60000000007221e-05,Arginine and proline metabolism,"",35,Matched.Compound,Trans-3-hydroxy-L-proline,0.172958473,0.22,FALSE,130.05098
131.11789,C02714,M+H [1+],1.39999999930751e-05,Arginine and proline metabolism,"",35,Matched.Compound,N-Acetylputrescine,0.000649582,-0.71,TRUE,131.11789
132.06552,C01157,M+H [1+],4.40000000025975e-05,Arginine and proline metabolism,"",35,Matched.Compound,4-Hydroxyproline,0.974431175,0.13,TRUE,132.06552
132.06552,C01165,M+H [1+],4.40000000025975e-05,Arginine and proline metabolism,"",35,Matched.Compound,L-Glutamic gamma-semialdehyde,0.974431175,0.13,TRUE,132.06552
132.06552,C05147,M+H [1+],4.40000000025975e-05,Arginine and proline metabolism,"",35,Matched.Compound,Trans-3-hydroxy-L-proline,0.974431175,0.13,TRUE,132.06552
132.07675,C00300,M+H [1+],2.59999999911997e-05,Arginine and proline metabolism,"",35,Matched.Compound,Creatine,5.05e-05,-0.96,TRUE,132.07675
146.04588,C00025,M-H [1-],4.40000000025975e-05,Arginine and proline metabolism,"",35,Matched.Compound,Glutamic acid,0.000116605,1.04,FALSE,146.04588
146.04588,C05938,M-H [1-],4.40000000025975e-05,Arginine and proline metabolism,"",35,Matched.Compound,L-4-Hydroxyglutamate semialdehyde,0.000116605,1.04,FALSE,146.04588
146.08119,C02946,M+H [1+],1.39999999930751e-05,Arginine and proline metabolism,"",35,Matched.Compound,4-Acetamidobutanoic acid,0.000364995,-1.29,TRUE,146.08119
146.09246,C01035,M+H [1+],8.39999999868724e-05,Arginine and proline metabolism,"",35,Matched.Compound,4-Guanidinobutanoic acid,3.44e-07,-2.22,TRUE,146.09246
148.06045,C00025,M+H [1+],2.59999999911997e-05,Arginine and proline metabolism,"",35,Matched.Compound,Glutamic acid,0.001100992,-0.39,TRUE,148.06045
148.06045,C05938,M+H [1+],2.59999999911997e-05,Arginine and proline metabolism,"",35,Matched.Compound,L-4-Hydroxyglutamate semialdehyde,0.001100992,-0.39,TRUE,148.06045
175.11894,C00062,M+H [1+],3.59999999943739e-05,Arginine and proline metabolism,"",35,Matched.Compound,L-Arginine,0.004878018,-1.01,TRUE,175.11894
212.04312,C02305,M+H [1+],4.40000000025975e-05,Arginine and proline metabolism,"",35,Matched.Compound,Phosphocreatine,0.006114986,-0.56,TRUE,212.04312
399.14455,C00019,M+H [1+],7.39999999836982e-05,Arginine and proline metabolism,"",35,Matched.Compound,S-Adenosylmethionine,3e-05,-0.82,TRUE,399.14455
86.06002,C00334,M-H2O+H [1+],4.35332299986158e-05,Arginine and proline metabolism,"",35,Matched.Compound,gamma-Aminobutyric acid,0.009943585,-0.68,TRUE,86.06002
87.00877,C00022,M-H [1-],4.5999999997548e-05,Arginine and proline metabolism,"",35,Matched.Compound,Pyruvic acid,0.000431622,-1.44,FALSE,87.00877
132.03023,C00049,M-H [1-],5.99999998485146e-06,Arginine biosynthesis,"",14,Matched.Compound,L-Aspartic acid,4.41e-07,2.78,FALSE,132.03023
145.01429,C00026,M-H [1-],6.59999999754746e-05,Arginine biosynthesis,"",14,Matched.Compound,Oxoglutaric acid,1.02e-06,-1.31,FALSE,145.01429
146.04588,C00025,M-H [1-],4.40000000025975e-05,Arginine biosynthesis,"",14,Matched.Compound,Glutamic acid,0.000116605,1.04,FALSE,146.04588
147.07642,C00064,M+H [1+],4.40000000310192e-05,Arginine biosynthesis,"",14,Matched.Compound,Glutamine,0.854322998,0.14,TRUE,147.07642
148.06045,C00025,M+H [1+],2.59999999911997e-05,Arginine biosynthesis,"",14,Matched.Compound,Glutamic acid,0.001100992,-0.39,TRUE,148.06045
175.1077,C00437,M+H [1+],2.39999999962492e-05,Arginine biosynthesis,"",14,Matched.Compound,N2-Acetylornithine,0.0377417,-0.65,TRUE,175.1077
175.11894,C00062,M+H [1+],3.59999999943739e-05,Arginine biosynthesis,"",14,Matched.Compound,L-Arginine,0.004878018,-1.01,TRUE,175.11894
188.05644,C00624,M-H [1-],1.59999999880256e-05,Arginine biosynthesis,"",14,Matched.Compound,N-Acetyl-L-glutamic acid,0.024668127,-0.4,FALSE,188.05644
289.11539,C03406,M-H [1-],6.60000000038963e-05,Arginine biosynthesis,"",14,Matched.Compound,Argininosuccinic acid,0.993377048,-0.04,FALSE,289.11539
291.12996,C03406,M+H [1+],8.40000000152941e-05,Arginine biosynthesis,"",14,Matched.Compound,Argininosuccinic acid,0.000176443,-0.99,TRUE,291.12996
179.0561,C00137,M-H [1-],2.4000000024671e-05,Ascorbate and aldarate metabolism,"",8,Matched.Compound,myo-Inositol,5.03e-05,-1.3,FALSE,179.0561
179.05612,C00137,M-H [1-],4.00000001832268e-06,Ascorbate and aldarate metabolism,"",8,Matched.Compound,myo-Inositol,0.278443464,-0.46,FALSE,179.05612
191.01972,C00818,M-H2O-H [1-],0.000510000000019772,Ascorbate and aldarate metabolism,"",8,Matched.Compound,Glucaric acid,0.684269605,0.09,FALSE,191.01972
191.01973,C00818,M-H2O-H [1-],0.000520000000022947,Ascorbate and aldarate metabolism,"",8,Matched.Compound,Glucaric acid,0.908922515,0.19,FALSE,191.01973
195.05101,C00800,M-H [1-],1.40000000214968e-05,Ascorbate and aldarate metabolism,"",8,Matched.Compound,Gulonic acid,0.001226582,0.58,FALSE,195.05101
195.05102,C00800,M-H [1-],4.00000001832268e-06,Ascorbate and aldarate metabolism,"",8,Matched.Compound,Gulonic acid,7.46e-10,-6.19,FALSE,195.05102
565.04754,C00029,M-H [1-],0.000183999999876505,Ascorbate and aldarate metabolism,"",8,Matched.Compound,Uridine diphosphate glucose,0.000220563,-0.69,FALSE,565.04754
579.02681,C00167,M-H [1-],0.000214000000028136,Ascorbate and aldarate metabolism,"",8,Matched.Compound,Uridine diphosphate glucuronic acid,6.6e-05,-1.75,FALSE,579.02681
111.02001,C00106,M-H [1-],1.39999999930751e-05,beta-Alanine metabolism,"",21,Matched.Compound,Uracil,0.999953359,0.14,FALSE,111.02001
131.04623,C02642,M-H [1-],5.99999998485146e-06,beta-Alanine metabolism,"",21,Matched.Compound,Ureidopropionic acid,0.410848838,0.28,FALSE,131.04623
132.03023,C00049,M-H [1-],5.99999998485146e-06,beta-Alanine metabolism,"",21,Matched.Compound,L-Aspartic acid,4.41e-07,2.78,FALSE,132.03023
154.06221,C00135,M-H [1-],1.40000000214968e-05,beta-Alanine metabolism,"",21,Matched.Compound,Histidine,0.742996594,0.19,FALSE,154.06221
227.1139,C00386,M+H [1+],2.4000000024671e-05,beta-Alanine metabolism,"",21,Matched.Compound,Carnosine,0.003518302,-1.25,TRUE,227.1139
808.11823,C00024,M-H [1-],0.000293999999939842,beta-Alanine metabolism,"",21,Matched.Compound,Acetyl-CoA,0.001821828,-0.79,FALSE,808.11823
87.00877,C00222,M-H [1-],4.5999999997548e-05,beta-Alanine metabolism,"",21,Matched.Compound,Malonic semialdehyde,0.000431622,-1.44,FALSE,87.00877
89.02442,C01013,M-H [1-],3.99999998990097e-06,beta-Alanine metabolism,"",21,Matched.Compound,Hydroxypropionic acid,0.000240254,-1.22,FALSE,89.02442
90.05493,C00099,M+H [1+],4.60000000117589e-05,beta-Alanine metabolism,"",21,Matched.Compound,beta-Alanine,0.00111173,-0.63,TRUE,90.05493
90.05495,C00099,M+H [1+],2.60000000054106e-05,beta-Alanine metabolism,"",21,Matched.Compound,beta-Alanine,1.18e-07,-1.06,TRUE,90.05495
255.23295,C00249,M-H [1-],2.5999999962778e-05,Biosynthesis of unsaturated fatty acids,"",36,Matched.Compound,Palmitic acid,0.17605372,1.17,FALSE,255.23295
279.23295,C01595,M-H [1-],2.59999999911997e-05,Biosynthesis of unsaturated fatty acids,"",36,Matched.Compound,Linoleic acid,0.334212692,1.13,FALSE,279.23295
281.2486,C00712,M-H [1-],2.39999999962492e-05,Biosynthesis of unsaturated fatty acids,"",36,Matched.Compound,Oleic acid,0.329750791,0.91,FALSE,281.2486
283.26422,C01530,M-H [1-],3.99999998990097e-06,Biosynthesis of unsaturated fatty acids,"",36,Matched.Compound,Stearic acid,0.166858293,1.55,FALSE,283.26422
243.0809,C00120,M-H [1-],2.39999999962492e-05,Biotin metabolism,"",4,Matched.Compound,Biotin,7.84e-05,-1.19,FALSE,243.0809
104.07061,C00334,M+H [1+],3.39999999994234e-05,Butanoate metabolism,"",15,Matched.Compound,gamma-Aminobutyric acid,0.001126831,-0.29,TRUE,104.07061
145.01429,C00026,M-H [1-],6.59999999754746e-05,Butanoate metabolism,"",15,Matched.Compound,Oxoglutaric acid,1.02e-06,-1.31,FALSE,145.01429
146.04588,C00025,M-H [1-],4.40000000025975e-05,Butanoate metabolism,"",15,Matched.Compound,Glutamic acid,0.000116605,1.04,FALSE,146.04588
147.02987,C02630,M-H [1-],5.40000000341934e-05,Butanoate metabolism,"",15,Matched.Compound,2-Hydroxyglutarate,0.104233405,-0.19,FALSE,147.02987
148.06045,C00025,M+H [1+],2.59999999911997e-05,Butanoate metabolism,"",15,Matched.Compound,Glutamic acid,0.001100992,-0.39,TRUE,148.06045
808.11823,C00024,M-H [1-],0.000293999999939842,Butanoate metabolism,"",15,Matched.Compound,Acetyl-CoA,0.001821828,-0.79,FALSE,808.11823
836.14989,C00136,M-H [1-],6.60000000607397e-05,Butanoate metabolism,"",15,Matched.Compound,Butyryl-CoA,0.006668008,-0.7,FALSE,836.14989
86.06002,C00334,M-H2O+H [1+],4.35332299986158e-05,Butanoate metabolism,"",15,Matched.Compound,gamma-Aminobutyric acid,0.009943585,-0.68,TRUE,86.06002
133.01426,C00149,M-H [1-],3.59999999943739e-05,Citrate cycle (TCA cycle),"",16,Matched.Compound,Malic acid,0.001718728,-0.47,FALSE,133.01426
145.01429,C00026,M-H [1-],6.59999999754746e-05,Citrate cycle (TCA cycle),"",16,Matched.Compound,Oxoglutaric acid,1.02e-06,-1.31,FALSE,145.01429
166.97508,C00074,M-H [1-],4.40000000310192e-05,Citrate cycle (TCA cycle),"",16,Matched.Compound,Phosphoenolpyruvic acid,0.124387806,-0.55,FALSE,166.97508
173.00915,C00417,M-H [1-],2.59999999911997e-05,Citrate cycle (TCA cycle),"",16,Matched.Compound,cis-Aconitic acid,0.890044082,-0.07,FALSE,173.00915
191.01972,C00311,M-H [1-],3.99999998990097e-06,Citrate cycle (TCA cycle),"",16,Matched.Compound,Isocitric acid,0.684269605,0.09,FALSE,191.01972
191.01972,C00158,M-H [1-],3.99999998990097e-06,Citrate cycle (TCA cycle),"",16,Matched.Compound,Citric acid,0.684269605,0.09,FALSE,191.01972
191.01973,C00311,M-H [1-],6.00000001327317e-06,Citrate cycle (TCA cycle),"",16,Matched.Compound,Isocitric acid,0.908922515,0.19,FALSE,191.01973
191.01973,C00158,M-H [1-],6.00000001327317e-06,Citrate cycle (TCA cycle),"",16,Matched.Compound,Citric acid,0.908922515,0.19,FALSE,191.01973
808.11823,C00024,M-H [1-],0.000293999999939842,Citrate cycle (TCA cycle),"",16,Matched.Compound,Acetyl-CoA,0.001821828,-0.79,FALSE,808.11823
87.00877,C00022,M-H [1-],4.5999999997548e-05,Citrate cycle (TCA cycle),"",16,Matched.Compound,Pyruvic acid,0.000431622,-1.44,FALSE,87.00877
104.03532,C00065,M-H [1-],3.99999998990097e-06,Cysteine and methionine metabolism,"",33,Matched.Compound,Serine,0.497848408,0.16,FALSE,104.03532
104.07061,C02356,M+H [1+],3.39999999994234e-05,Cysteine and methionine metabolism,"",33,Matched.Compound,L-alpha-Aminobutyric acid,0.001126831,-0.29,TRUE,104.07061
152.00231,C00606,M-H [1-],1.40000000214968e-05,Cysteine and methionine metabolism,"",33,Matched.Compound,3-Sulfinoalanine,0.318504677,-0.32,FALSE,152.00231
168.98122,C11537,M-H [1-],3.99999998990097e-06,Cysteine and methionine metabolism,"",33,Matched.Compound,(2R)-3-Sulfolactate,6.41e-06,-1.96,FALSE,168.98122
184.98565,C00197,M-H [1-],2.59999999911997e-05,Cysteine and methionine metabolism,"",33,Matched.Compound,D-Glycerate 3-phosphate,0.24001025,-0.57,FALSE,184.98565
184.98566,C00197,M-H [1-],3.59999999943739e-05,Cysteine and methionine metabolism,"",33,Matched.Compound,D-Glycerate 3-phosphate,0.078323724,-0.42,FALSE,184.98566
231.09864,C21015,M-H [1-],1.59999999880256e-05,Cysteine and methionine metabolism,"",33,Matched.Compound,gamma-L-Glutamyl-L-2-aminobutyrate,0.00821404,0.51,FALSE,231.09864
288.1201,C21016,M-H [1-],2.40000000530927e-05,Cysteine and methionine metabolism,"",33,Matched.Compound,Ophthalmic acid,0.051560202,-0.62,FALSE,288.1201
288.12012,C21016,M-H [1-],4.00000004674439e-06,Cysteine and methionine metabolism,"",33,Matched.Compound,Ophthalmic acid,0.000279726,-0.86,FALSE,288.12012
298.09686,C00170,M+H [1+],1.60000000164473e-05,Cysteine and methionine metabolism,"",33,Matched.Compound,5'-Methylthioadenosine,0.000187727,-0.52,TRUE,298.09686
