Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
451.34299,CE1278,M-H [1-],7.69999999761239e-05
451.34299,CE1279,M-H [1-],7.69999999761239e-05
451.34299,CE4874,M-H [1-],7.69999999761239e-05
321.04938,C00364,M-H [1-],5.59999999723004e-05
104.03532,C00065,M-H [1-],3.99999998990097e-06
104.03532,C00740,M-H [1-],3.99999998990097e-06
199.17035,C02679,M-H [1-],2.59999999911997e-05
218.06701,CE2847,M-H2O-H [1-],0.000548158600025772
157.03669,C01551,M-H [1-],3.40000000278451e-05
130.05097,C03341,M-H [1-],4.5999999997548e-05
130.05097,C01165,M-H [1-],4.5999999997548e-05
130.05097,C01157,M-H [1-],4.5999999997548e-05
130.05097,C00430,M-H [1-],4.5999999997548e-05
130.05097,C03440,M-H [1-],4.5999999997548e-05
130.05097,C01110,M-H [1-],4.5999999997548e-05
191.01972,C00158,M-H [1-],3.99999998990097e-06
191.01972,C00818,M-H2O-H [1-],0.000510000000019772
191.01972,C04575,M-H [1-],3.99999998990097e-06
191.01972,C00311,M-H [1-],3.99999998990097e-06
217.08303,C03740,M-H [1-],3.44296999799099e-05
154.06221,C00135,M-H [1-],1.40000000214968e-05
173.00915,C05422,M-H [1-],2.59999999911997e-05
173.00915,C00425,M-H [1-],8.00000000822365e-06
173.00915,C00417,M-H [1-],2.59999999911997e-05
191.01973,C00158,M-H [1-],6.00000001327317e-06
191.01973,C00818,M-H2O-H [1-],0.000520000000022947
191.01973,C04575,M-H [1-],6.00000001327317e-06
191.01973,C00311,M-H [1-],6.00000001327317e-06
168.99075,C00661,M-H [1-],2.59999999911997e-05
168.99075,C00111,M-H [1-],2.59999999911997e-05
168.99075,C00118,M-H [1-],2.59999999911997e-05
160.06153,C00956,M-H [1-],5.99999998485146e-06
135.02991,C01620,M-H [1-],1.40000000214968e-05
313.04425,C04376,M-H [1-],2.59999999911997e-05
187.09756,C08261,M-H [1-],6.40000000089458e-05
231.13508,CE1938,M-H [1-],5.29999999798747e-05
289.11539,C03406,M-H [1-],6.60000000038963e-05
111.02001,C00106,M-H [1-],1.39999999930751e-05
